Recipe_Name,Ingredients,Label,Category,Recipe Steps,Nutrition Facts
Mix Veg Curry,"cheese, spinach, onion, capsicum, beans",Veg,"side dish, breakfast, main course","1. Gather all ingredients: cheese, spinach, onion, capsicum, beans. 2. Prepare the ingredients for mix veg curry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Vegetable Pulao,"beetroot, spinach, peas, cheese",Veg,"supper, breakfast, dinner","1. Gather all ingredients: beetroot, spinach, peas, cheese. 2. Prepare the ingredients for vegetable pulao (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Aloo Paratha,"paneer, cheese, mushroom",Veg,"supper, breakfast, dinner","1. Gather all ingredients: paneer, cheese, mushroom. 2. Prepare the ingredients for aloo paratha (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Chicken Korma,"beef, turkey, beetroot, cauliflower",Non-Veg,"brunch, supper","1. Gather all ingredients: beef, turkey, beetroot, cauliflower. 2. Prepare the ingredients for chicken korma (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Dhokla,"beetroot, lentils, rice, peas, potato",Veg,appetizer,"1. Gather all ingredients: beetroot, lentils, rice, peas, potato. 2. Prepare the ingredients for dhokla (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Mix Veg Curry,"cheese, capsicum, mushroom, tomato",Veg,"appetizer, dinner","1. Gather all ingredients: cheese, capsicum, mushroom, tomato. 2. Prepare the ingredients for mix veg curry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Roti Sabzi,"carrot, paneer, beetroot, capsicum, broccoli",Veg,"snack, main course, appetizer","1. Gather all ingredients: carrot, paneer, beetroot, capsicum, broccoli. 2. Prepare the ingredients for roti sabzi (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Roti Sabzi,"beetroot, carrot, cheese, paneer",Veg,"supper, side dish","1. Gather all ingredients: beetroot, carrot, cheese, paneer. 2. Prepare the ingredients for roti sabzi (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Roti Sabzi,"beetroot, lentils, rice, mushroom",Veg,dinner,"1. Gather all ingredients: beetroot, lentils, rice, mushroom. 2. Prepare the ingredients for roti sabzi (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Butter Chicken,"mutton, prawns, beetroot, cauliflower, cheese",Non-Veg,"breakfast, supper","1. Gather all ingredients: mutton, prawns, beetroot, cauliflower, cheese. 2. Prepare the ingredients for butter chicken (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Samosa,"spinach, carrot, paneer, cheese, beetroot",Veg,breakfast,"1. Gather all ingredients: spinach, carrot, paneer, cheese, beetroot. 2. Prepare the ingredients for samosa (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Chana Masala,"rice, potato, cheese, beetroot, beans",Veg,"dinner, supper","1. Gather all ingredients: rice, potato, cheese, beetroot, beans. 2. Prepare the ingredients for chana masala (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Upma,"beetroot, paneer, corn, tomato",Veg,"brunch, breakfast","1. Gather all ingredients: beetroot, paneer, corn, tomato. 2. Prepare the ingredients for upma (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Chicken Biryani,"turkey, onion, potato, spinach",Non-Veg,appetizer,"1. Gather all ingredients: turkey, onion, potato, spinach. 2. Prepare the ingredients for chicken biryani (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Mutton Biryani,"turkey, mushroom, cheese",Non-Veg,"brunch, main course, side dish","1. Gather all ingredients: turkey, mushroom, cheese. 2. Prepare the ingredients for mutton biryani (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Mutton Biryani,"anchovy, egg, beans, beetroot, paneer",Non-Veg,brunch,"1. Gather all ingredients: anchovy, egg, beans, beetroot, paneer. 2. Prepare the ingredients for mutton biryani (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Chicken Curry,"beef, fish, capsicum, paneer",Non-Veg,lunch,"1. Gather all ingredients: beef, fish, capsicum, paneer. 2. Prepare the ingredients for chicken curry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Chicken Korma,"bacon, salami, capsicum, rice, onion",Non-Veg,lunch,"1. Gather all ingredients: bacon, salami, capsicum, rice, onion. 2. Prepare the ingredients for chicken korma (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Mutton Biryani,"fish, bacon, broccoli, capsicum",Non-Veg,"dinner, lunch","1. Gather all ingredients: fish, bacon, broccoli, capsicum. 2. Prepare the ingredients for mutton biryani (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Egg Roll,"egg, cauliflower, onion, mushroom",Non-Veg,brunch,"1. Gather all ingredients: egg, cauliflower, onion, mushroom. 2. Prepare the ingredients for egg roll (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Paneer Tikka,"cauliflower, spinach, paneer, beans, capsicum",Veg,"supper, appetizer, snack","1. Gather all ingredients: cauliflower, spinach, paneer, beans, capsicum. 2. Prepare the ingredients for paneer tikka (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Samosa,"corn, paneer, beans, onion, cauliflower",Veg,lunch,"1. Gather all ingredients: corn, paneer, beans, onion, cauliflower. 2. Prepare the ingredients for samosa (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Fish Fry,"mutton, bacon, spinach, rice",Non-Veg,snack,"1. Gather all ingredients: mutton, bacon, spinach, rice. 2. Prepare the ingredients for fish fry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Mutton Biryani,"prawns, salami, beans, carrot",Non-Veg,"breakfast, lunch","1. Gather all ingredients: prawns, salami, beans, carrot. 2. Prepare the ingredients for mutton biryani (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Prawn Masala,"mutton, bacon, spinach, onion, beetroot",Non-Veg,snack,"1. Gather all ingredients: mutton, bacon, spinach, onion, beetroot. 2. Prepare the ingredients for prawn masala (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Dhokla,"spinach, potato, cauliflower",Veg,appetizer,"1. Gather all ingredients: spinach, potato, cauliflower. 2. Prepare the ingredients for dhokla (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Methi Paratha,"beans, beetroot, potato, spinach, cheese",Veg,"side dish, snack, lunch","1. Gather all ingredients: beans, beetroot, potato, spinach, cheese. 2. Prepare the ingredients for methi paratha (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Aloo Tikki,"corn, capsicum, rice",Veg,"lunch, snack, brunch","1. Gather all ingredients: corn, capsicum, rice. 2. Prepare the ingredients for aloo tikki (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Mutton Rogan Josh,"turkey, potato, cheese",Non-Veg,lunch,"1. Gather all ingredients: turkey, potato, cheese. 2. Prepare the ingredients for mutton rogan josh (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Masala Dosa,"corn, beetroot, onion",Veg,"main course, brunch","1. Gather all ingredients: corn, beetroot, onion. 2. Prepare the ingredients for masala dosa (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Baingan Bharta,"carrot, spinach, capsicum, broccoli, tomato",Veg,main course,"1. Gather all ingredients: carrot, spinach, capsicum, broccoli, tomato. 2. Prepare the ingredients for baingan bharta (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Butter Chicken,"turkey, paneer, onion, mushroom",Non-Veg,"appetizer, side dish","1. Gather all ingredients: turkey, paneer, onion, mushroom. 2. Prepare the ingredients for butter chicken (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
